dguid,alt_geo_code,geo_level,geo_name_full,geo_name,geo_kind,characteristic,population
2021S051259050080,59050080,Dissemination area,59050080,59050080,,"Population, 2021",688
2021S051259050106,59050106,Dissemination area,59050106,59050106,,"Population, 2021",734
2021A00055905032,5905032,Census subdivision,"Grand Forks, City (CY)",Grand Forks,City (CY),"Population, 2021",4112
2021S051259050067,59050067,Dissemination area,59050067,59050067,,"Population, 2021",559
2021S051259050068,59050068,Dissemination area,59050068,59050068,,"Population, 2021",719
2021S051259050069,59050069,Dissemination area,59050069,59050069,,"Population, 2021",537
2021S051259050070,59050070,Dissemination area,59050070,59050070,,"Population, 2021",657
2021S051259050071,59050071,Dissemination area,59050071,59050071,,"Population, 2021",495
2021S051259050072,59050072,Dissemination area,59050072,59050072,,"Population, 2021",423
2021S051259050073,59050073,Dissemination area,59050073,59050073,,"Population, 2021",722
2021A00055905037,5905037,Census subdivision,"Midway, Village (VL)",Midway,Village (VL),"Population, 2021",651
2021S051259050112,59050112,Dissemination area,59050112,59050112,,"Population, 2021",651
2021A00055905042,5905042,Census subdivision,"Greenwood, City (CY)",Greenwood,City (CY),"Population, 2021",702
2021S051259050064,59050064,Dissemination area,59050064,59050064,,"Population, 2021",702
2021A00055905050,5905050,Census subdivision,"Kootenay Boundary C / Christina Lake, Regional district electoral area (RDA)",Kootenay Boundary C / Christina Lake,Regional district electoral area (RDA),"Population, 2021",1627
2021S051259050076,59050076,Dissemination area,59050076,59050076,,"Population, 2021",572
2021S051259050077,59050077,Dissemination area,59050077,59050077,,"Population, 2021",518
2021S051259050078,59050078,Dissemination area,59050078,59050078,,"Population, 2021",537
2021A00055905052,5905052,Census subdivision,"Kootenay Boundary D / Rural Grand Forks, Regional district electoral area (RDA)",Kootenay Boundary D / Rural Grand Forks,Regional district electoral area (RDA),"Population, 2021",3226
2021S051259050065,59050065,Dissemination area,59050065,59050065,,"Population, 2021",600
2021S051259050066,59050066,Dissemination area,59050066,59050066,,"Population, 2021",605
2021S051259050074,59050074,Dissemination area,59050074,59050074,,"Population, 2021",717
2021S051259050075,59050075,Dissemination area,59050075,59050075,,"Population, 2021",708
2021S051259050079,59050079,Dissemination area,59050079,59050079,,"Population, 2021",596
2021A00055905054,5905054,Census subdivision,"Kootenay Boundary E / West Boundary, Regional district electoral area (RDA)",Kootenay Boundary E / West Boundary,Regional district electoral area (RDA),"Population, 2021",3004
2021S051259050062,59050062,Dissemination area,59050062,59050062,,"Population, 2021",1316
2021S051259050063,59050063,Dissemination area,59050063,59050063,,"Population, 2021",616
2021S051259050113,59050113,Dissemination area,59050113,59050113,,"Population, 2021",767
2021S051259050114,59050114,Dissemination area,59050114,59050114,,"Population, 2021",305
2021A00035907,5907,Census division,"Okanagan-Similkameen, Regional district (RD)",Okanagan-Similkameen,Regional district (RD),"Population, 2021",90178
2021A00055907005,5907005,Census subdivision,"Osoyoos, Town (T)",Osoyoos,Town (T),"Population, 2021",5556
2021S051259070284,59070284,Dissemination area,59070284,59070284,,"Population, 2021",509
2021S051259070285,59070285,Dissemination area,59070285,59070285,,"Population, 2021",356
2021S051259070286,59070286,Dissemination area,59070286,59070286,,"Population, 2021",846
2021S051259070287,59070287,Dissemination area,59070287,59070287,,"Population, 2021",298
2021S051259070288,59070288,Dissemination area,59070288,59070288,,"Population, 2021",691
2021S051259070291,59070291,Dissemination area,59070291,59070291,,"Population, 2021",633
2021S051259070292,59070292,Dissemination area,59070292,59070292,,"Population, 2021",568
2021S051259070293,59070293,Dissemination area,59070293,59070293,,"Population, 2021",728
2021S051259070294,59070294,Dissemination area,59070294,59070294,,"Population, 2021",927
2021A00055907009,5907009,Census subdivision,"Keremeos, Village (VL)",Keremeos,Village (VL),"Population, 2021",1608
2021S051259070153,59070153,Dissemination area,59070153,59070153,,"Population, 2021",735
2021S051259070154,59070154,Dissemination area,59070154,59070154,,"Population, 2021",873
2021A00055907014,5907014,Census subdivision,"Oliver, Town (T)",Oliver,Town (T),"Population, 2021",5094
2021S051259070162,59070162,Dissemination area,59070162,59070162,,"Population, 2021",631
2021S051259070163,59070163,Dissemination area,59070163,59070163,,"Population, 2021",538
2021S051259070164,59070164,Dissemination area,59070164,59070164,,"Population, 2021",521
2021S051259070165,59070165,Dissemination area,59070165,59070165,,"Population, 2021",695
2021S051259070166,59070166,Dissemination area,59070166,59070166,,"Population, 2021",825
2021S051259070167,59070167,Dissemination area,59070167,59070167,,"Population, 2021",596
2021S051259070168,59070168,Dissemination area,59070168,59070168,,"Population, 2021",465
2021S051259070169,59070169,Dissemination area,59070169,59070169,,"Population, 2021",823
2021A00055907022,5907022,Census subdivision,"Okanagan-Similkameen A, Regional district electoral area (RDA)",Okanagan-Similkameen A,Regional district electoral area (RDA),"Population, 2021",2139
2021S051259070282,59070282,Dissemination area,59070282,59070282,,"Population, 2021",398
2021S051259070283,59070283,Dissemination area,59070283,59070283,,"Population, 2021",488
2021S051259070289,59070289,Dissemination area,59070289,59070289,,"Population, 2021",419
2021S051259070290,59070290,Dissemination area,59070290,59070290,,"Population, 2021",834
2021A00055907024,5907024,Census subdivision,"Princeton, Town (T)",Princeton,Town (T),"Population, 2021",2894
2021S051259070137,59070137,Dissemination area,59070137,59070137,,"Population, 2021",412
2021S051259070138,59070138,Dissemination area,59070138,59070138,,"Population, 2021",15
2021S051259070139,59070139,Dissemination area,59070139,59070139,,"Population, 2021",373
2021S051259070140,59070140,Dissemination area,59070140,59070140,,"Population, 2021",887
2021S051259070141,59070141,Dissemination area,59070141,59070141,,"Population, 2021",519
2021S051259070142,59070142,Dissemination area,59070142,59070142,,"Population, 2021",688
2021S051259070144,59070144,Dissemination area,59070144,59070144,,"Population, 2021",0
2021S051259070301,59070301,Dissemination area,59070301,59070301,,"Population, 2021",0
2021A00055907026,5907026,Census subdivision,"Okanagan-Similkameen B, Regional district electoral area (RDA)",Okanagan-Similkameen B,Regional district electoral area (RDA),"Population, 2021",1151
2021S051259070155,59070155,Dissemination area,59070155,59070155,,"Population, 2021",459
2021S051259070157,59070157,Dissemination area,59070157,59070157,,"Population, 2021",692
2021A00055907028,5907028,Census subdivision,"Okanagan-Similkameen C, Regional district electoral area (RDA)",Okanagan-Similkameen C,Regional district electoral area (RDA),"Population, 2021",3986
2021S051259070160,59070160,Dissemination area,59070160,59070160,,"Population, 2021",505
2021S051259070161,59070161,Dissemination area,59070161,59070161,,"Population, 2021",439
2021S051259070170,59070170,Dissemination area,59070170,59070170,,"Population, 2021",405
2021S051259070171,59070171,Dissemination area,59070171,59070171,,"Population, 2021",570
2021S051259070277,59070277,Dissemination area,59070277,59070277,,"Population, 2021",798
2021S051259070279,59070279,Dissemination area,59070279,59070279,,"Population, 2021",401
2021S051259070280,59070280,Dissemination area,59070280,59070280,,"Population, 2021",351
2021S051259070281,59070281,Dissemination area,59070281,59070281,,"Population, 2021",517
2021A00055907035,5907035,Census subdivision,"Summerland, District municipality (DM)",Summerland,District municipality (DM),"Population, 2021",12042
2021S051259070183,59070183,Dissemination area,59070183,59070183,,"Population, 2021",670
2021S051259070184,59070184,Dissemination area,59070184,59070184,,"Population, 2021",525
2021S051259070185,59070185,Dissemination area,59070185,59070185,,"Population, 2021",540
2021S051259070186,59070186,Dissemination area,59070186,59070186,,"Population, 2021",567
2021S051259070187,59070187,Dissemination area,59070187,59070187,,"Population, 2021",572
2021S051259070188,59070188,Dissemination area,59070188,59070188,,"Population, 2021",500
2021S051259070189,59070189,Dissemination area,59070189,59070189,,"Population, 2021",547
2021S051259070190,59070190,Dissemination area,59070190,59070190,,"Population, 2021",586
2021S051259070191,59070191,Dissemination area,59070191,59070191,,"Population, 2021",505
2021S051259070192,59070192,Dissemination area,59070192,59070192,,"Population, 2021",626
2021S051259070193,59070193,Dissemination area,59070193,59070193,,"Population, 2021",602
2021S051259070194,59070194,Dissemination area,59070194,59070194,,"Population, 2021",532
2021S051259070195,59070195,Dissemination area,59070195,59070195,,"Population, 2021",513
2021S051259070196,59070196,Dissemination area,59070196,59070196,,"Population, 2021",558
2021S051259070197,59070197,Dissemination area,59070197,59070197,,"Population, 2021",597
2021S051259070198,59070198,Dissemination area,59070198,59070198,,"Population, 2021",565
2021S051259070199,59070199,Dissemination area,59070199,59070199,,"Population, 2021",447
2021S051259070200,59070200,Dissemination area,59070200,59070200,,"Population, 2021",302
2021S051259070201,59070201,Dissemination area,59070201,59070201,,"Population, 2021",449
2021S051259070202,59070202,Dissemination area,59070202,59070202,,"Population, 2021",523
2021S051259070203,59070203,Dissemination area,59070203,59070203,,"Population, 2021",875
2021S051259070204,59070204,Dissemination area,59070204,59070204,,"Population, 2021",441
2021A00055907041,5907041,Census subdivision,"Penticton, City (CY)",Penticton,City (CY),"Population, 2021",36885
2021S051259070208,59070208,Dissemination area,59070208,59070208,,"Population, 2021",397
2021S051259070209,59070209,Dissemination area,59070209,59070209,,"Population, 2021",504
2021S051259070210,59070210,Dissemination area,59070210,59070210,,"Population, 2021",416
2021S051259070211,59070211,Dissemination area,59070211,59070211,,"Population, 2021",440
2021S051259070212,59070212,Dissemination area,59070212,59070212,,"Population, 2021",629
2021S051259070213,59070213,Dissemination area,59070213,59070213,,"Population, 2021",481
2021S051259070214,59070214,Dissemination area,59070214,59070214,,"Population, 2021",1129
2021S051259070215,59070215,Dissemination area,59070215,59070215,,"Population, 2021",596
2021S051259070216,59070216,Dissemination area,59070216,59070216,,"Population, 2021",437
2021S051259070217,59070217,Dissemination area,59070217,59070217,,"Population, 2021",390
2021S051259070218,59070218,Dissemination area,59070218,59070218,,"Population, 2021",496
2021S051259070219,59070219,Dissemination area,59070219,59070219,,"Population, 2021",453
2021S051259070220,59070220,Dissemination area,59070220,59070220,,"Population, 2021",450
2021S051259070221,59070221,Dissemination area,59070221,59070221,,"Population, 2021",495
2021S051259070222,59070222,Dissemination area,59070222,59070222,,"Population, 2021",437
2021S051259070227,59070227,Dissemination area,59070227,59070227,,"Population, 2021",352
2021S051259070228,59070228,Dissemination area,59070228,59070228,,"Population, 2021",1170
2021S051259070229,59070229,Dissemination area,59070229,59070229,,"Population, 2021",1577
2021S051259070230,59070230,Dissemination area,59070230,59070230,,"Population, 2021",370
2021S051259070231,59070231,Dissemination area,59070231,59070231,,"Population, 2021",437
2021S051259070232,59070232,Dissemination area,59070232,59070232,,"Population, 2021",459
2021S051259070233,59070233,Dissemination area,59070233,59070233,,"Population, 2021",440
2021S051259070234,59070234,Dissemination area,59070234,59070234,,"Population, 2021",504
2021S051259070235,59070235,Dissemination area,59070235,59070235,,"Population, 2021",563
2021S051259070236,59070236,Dissemination area,59070236,59070236,,"Population, 2021",593
2021S051259070237,59070237,Dissemination area,59070237,59070237,,"Population, 2021",591
2021S051259070238,59070238,Dissemination area,59070238,59070238,,"Population, 2021",651
2021S051259070239,59070239,Dissemination area,59070239,59070239,,"Population, 2021",455
2021S051259070240,59070240,Dissemination area,59070240,59070240,,"Population, 2021",640
2021S051259070241,59070241,Dissemination area,59070241,59070241,,"Population, 2021",531
2021S051259070242,59070242,Dissemination area,59070242,59070242,,"Population, 2021",1534
2021S051259070243,59070243,Dissemination area,59070243,59070243,,"Population, 2021",509
2021S051259070244,59070244,Dissemination area,59070244,59070244,,"Population, 2021",777
2021S051259070245,59070245,Dissemination area,59070245,59070245,,"Population, 2021",503
